Store,Period,Forecast Type,Feature,Feature Value,SHAP Value,Readable Feature,Effect
27,2015-05-01,Monthly,Promo2,1.0,-6.159,long-term promotion participation,Decreases prediction
27,2015-05-01,Monthly,Promo2SinceWeek,5.0,3.1476,Promo2SinceWeek,Increases prediction
27,2015-05-01,Monthly,Promo2SinceYear,2011.0,28.5626,Promo2SinceYear,Increases prediction
27,2015-05-01,Monthly,TimeIndex,29.0,2028.8575,time progression,Increases prediction
27,2015-05-01,Monthly,sales_lag_1,242432.0,6088.067,previous period sales,Increases prediction
27,2015-05-01,Monthly,sales_lag_2,256631.0,386.6484,sales two periods ago,Increases prediction
27,2015-05-01,Monthly,sales_lag_3,221328.0,320.3024,sales three months ago,Increases prediction
27,2015-05-01,Monthly,sales_lag_12,228966.0,28395.133,sales twelve months ago,Increases prediction
27,2015-05-01,Monthly,rolling_mean_3,240130.3333,884.5215,recent 3-month average sales,Increases prediction
27,2015-05-01,Monthly,rolling_std_3,17763.6906,53.9488,recent 3-month sales variability,Increases prediction
27,2015-05-01,Monthly,rolling_mean_6,251175.0,3048.226,recent 6-month average sales,Increases prediction
27,2015-05-01,Monthly,rolling_std_6,24820.0314,-183.4646,recent 6-month sales variability,Decreases prediction
27,2015-05-01,Monthly,EMA_3,244870.4107,13225.205,recent 3-month weighted sales trend,Increases prediction
27,2015-05-01,Monthly,EMA_6,245476.9069,13911.745,recent 6-month weighted sales trend,Increases prediction
27,2015-05-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
27,2015-05-01,Monthly,StoreType_a,1.0,-65.6003,StoreType_a,Decreases prediction
27,2015-05-01,Monthly,StoreType_b,0.0,-4.9471,StoreType_b,Decreases prediction
27,2015-05-01,Monthly,StoreType_c,0.0,15.0997,StoreType_c,Increases prediction
27,2015-05-01,Monthly,StoreType_d,0.0,-314.8481,StoreType_d,Decreases prediction
27,2015-05-01,Monthly,Assortment_a,1.0,-995.6929,Assortment_a,Decreases prediction
27,2015-05-01,Monthly,Assortment_b,0.0,-39.9038,Assortment_b,Decreases prediction
27,2015-05-01,Monthly,Assortment_c,0.0,-226.5216,Assortment_c,Decreases prediction
27,2015-05-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,1.8443,"PromoInterval_Feb,May,Aug,Nov",Increases prediction
27,2015-05-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",1.0,-47.2935,"PromoInterval_Jan,Apr,Jul,Oct",Decreases prediction
27,2015-05-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",0.0,-14.5961,"PromoInterval_Mar,Jun,Sept,Dec",Decreases prediction
27,2015-05-01,Monthly,PromoInterval_none,0.0,0.0,PromoInterval_none,No effect
27,2015-06-01,Monthly,Store,27.0,147.9724,Store,Increases prediction
27,2015-06-01,Monthly,OpenDays,25.0,-285.3047,number of open days,Decreases prediction
27,2015-06-01,Monthly,PromoDays,11.0,503.691,promotion activity,Increases prediction
27,2015-06-01,Monthly,SchoolHolidayDays,2.0,590.2334,school holiday period,Increases prediction
27,2015-06-01,Monthly,WeekendDays,4.0,28.6727,weekend days,Increases prediction
27,2015-06-01,Monthly,MonthStartDays,1.0,265.4816,month-start timing,Increases prediction
27,2015-06-01,Monthly,MonthEndDays,1.0,364.8006,month-end timing,Increases prediction
27,2015-06-01,Monthly,StateHolidayDays,25.0,-51.2664,state holiday period,Decreases prediction
27,2015-06-01,Monthly,Year,2015.0,0.0,calendar year,No effect
27,2015-06-01,Monthly,Month,6.0,-609.5393,month of year,Decreases prediction
27,2015-06-01,Monthly,Quarter,2.0,22.295,quarter of year,Increases prediction
27,2015-06-01,Monthly,CompetitionDistance,60.0,-713.5904,distance to nearest competitor,Decreases prediction
27,2015-06-01,Monthly,CompetitionOpenKnown,1.0,-0.625,competition opening date availability,Decreases prediction
27,2015-06-01,Monthly,CompetitionOpenSinceMonth,1.0,113.2334,CompetitionOpenSinceMonth,Increases prediction
27,2015-06-01,Monthly,CompetitionOpenSinceYear,2005.0,400.8065,CompetitionOpenSinceYear,Increases prediction
27,2015-06-01,Monthly,Promo2,1.0,-9.3241,long-term promotion participation,Decreases prediction
27,2015-06-01,Monthly,Promo2SinceWeek,5.0,15.1744,Promo2SinceWeek,Increases prediction
27,2015-06-01,Monthly,Promo2SinceYear,2011.0,20.2095,Promo2SinceYear,Increases prediction
27,2015-06-01,Monthly,TimeIndex,30.0,2616.8582,time progression,Increases prediction
27,2015-06-01,Monthly,sales_lag_1,228857.0,5805.239,previous period sales,Increases prediction
27,2015-06-01,Monthly,sales_lag_2,242432.0,504.5476,sales two periods ago,Increases prediction
27,2015-06-01,Monthly,sales_lag_3,256631.0,-123.3237,sales three months ago,Decreases prediction
27,2015-06-01,Monthly,sales_lag_12,242467.0,32077.49,sales twelve months ago,Increases prediction
27,2015-06-01,Monthly,rolling_mean_3,242640.0,846.4301,recent 3-month average sales,Increases prediction
27,2015-06-01,Monthly,rolling_std_3,13888.1682,799.9308,recent 3-month sales variability,Increases prediction
27,2015-06-01,Monthly,rolling_mean_6,247570.5,1861.441,recent 6-month average sales,Increases prediction
27,2015-06-01,Monthly,rolling_std_6,26456.874,-290.1744,recent 6-month sales variability,Decreases prediction
27,2015-06-01,Monthly,EMA_3,236863.7054,12652.817,recent 3-month weighted sales trend,Increases prediction
27,2015-06-01,Monthly,EMA_6,240728.3621,13059.356,recent 6-month weighted sales trend,Increases prediction
27,2015-06-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
27,2015-06-01,Monthly,StoreType_a,1.0,-49.0194,StoreType_a,Decreases prediction
27,2015-06-01,Monthly,StoreType_b,0.0,-4.7716,StoreType_b,Decreases prediction
27,2015-06-01,Monthly,StoreType_c,0.0,26.6338,StoreType_c,Increases prediction
27,2015-06-01,Monthly,StoreType_d,0.0,-200.7285,StoreType_d,Decreases prediction
27,2015-06-01,Monthly,Assortment_a,1.0,-487.4065,Assortment_a,Decreases prediction
27,2015-06-01,Monthly,Assortment_b,0.0,-42.893,Assortment_b,Decreases prediction
27,2015-06-01,Monthly,Assortment_c,0.0,-145.9458,Assortment_c,Decreases prediction
27,2015-06-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,2.0001,"PromoInterval_Feb,May,Aug,Nov",Increases prediction
27,2015-06-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",1.0,32.5859,"PromoInterval_Jan,Apr,Jul,Oct",Increases prediction
27,2015-06-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",0.0,-2.2063,"PromoInterval_Mar,Jun,Sept,Dec",Decreases prediction
27,2015-06-01,Monthly,PromoInterval_none,0.0,0.0,PromoInterval_none,No effect
27,2015-07-01,Monthly,Store,27.0,94.2591,Store,Increases prediction
27,2015-07-01,Monthly,OpenDays,27.0,2472.9556,number of open days,Increases prediction
27,2015-07-01,Monthly,PromoDays,13.0,1766.0988,promotion activity,Increases prediction
27,2015-07-01,Monthly,SchoolHolidayDays,23.0,-5183.326,school holiday period,Decreases prediction
27,2015-07-01,Monthly,WeekendDays,4.0,93.0225,weekend days,Increases prediction
27,2015-07-01,Monthly,MonthStartDays,1.0,195.6854,month-start timing,Increases prediction
27,2015-07-01,Monthly,MonthEndDays,1.0,314.6506,month-end timing,Increases prediction
27,2015-07-01,Monthly,StateHolidayDays,27.0,1082.4403,state holiday period,Increases prediction
27,2015-07-01,Monthly,Year,2015.0,0.0,calendar year,No effect
27,2015-07-01,Monthly,Month,7.0,-710.6016,month of year,Decreases prediction
27,2015-07-01,Monthly,Quarter,3.0,84.8514,quarter of year,Increases prediction
27,2015-07-01,Monthly,CompetitionDistance,60.0,-237.3021,distance to nearest competitor,Decreases prediction
27,2015-07-01,Monthly,CompetitionOpenKnown,1.0,-0.2071,competition opening date availability,Decreases prediction
27,2015-07-01,Monthly,CompetitionOpenSinceMonth,1.0,154.934,CompetitionOpenSinceMonth,Increases prediction
27,2015-07-01,Monthly,CompetitionOpenSinceYear,2005.0,475.0752,CompetitionOpenSinceYear,Increases prediction
27,2015-07-01,Monthly,Promo2,1.0,-10.2253,long-term promotion participation,Decreases prediction
27,2015-07-01,Monthly,Promo2SinceWeek,5.0,3.4456,Promo2SinceWeek,Increases prediction
27,2015-07-01,Monthly,Promo2SinceYear,2011.0,-9.3527,Promo2SinceYear,Decreases prediction
27,2015-07-01,Monthly,TimeIndex,31.0,965.6218,time progression,Increases prediction
27,2015-07-01,Monthly,sales_lag_1,268738.0,11181.505,previous period sales,Increases prediction
27,2015-07-01,Monthly,sales_lag_2,228857.0,343.0892,sales two periods ago,Increases prediction
27,2015-07-01,Monthly,sales_lag_3,242432.0,-205.7381,sales three months ago,Decreases prediction
27,2015-07-01,Monthly,sales_lag_12,248093.0,36923.586,sales twelve months ago,Increases prediction
27,2015-07-01,Monthly,rolling_mean_3,246675.6667,856.881,recent 3-month average sales,Increases prediction
27,2015-07-01,Monthly,rolling_std_3,20276.3426,621.6832,recent 3-month sales variability,Increases prediction
27,2015-07-01,Monthly,rolling_mean_6,243098.5,444.7295,recent 6-month average sales,Increases prediction
27,2015-07-01,Monthly,rolling_std_6,17458.2317,214.6176,recent 6-month sales variability,Increases prediction
27,2015-07-01,Monthly,EMA_3,252800.8527,12237.452,recent 3-month weighted sales trend,Increases prediction
27,2015-07-01,Monthly,EMA_6,248731.1158,13375.809,recent 6-month weighted sales trend,Increases prediction
27,2015-07-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
27,2015-07-01,Monthly,StoreType_a,1.0,-85.1298,StoreType_a,Decreases prediction
27,2015-07-01,Monthly,StoreType_b,0.0,-53.5515,StoreType_b,Decreases prediction
27,2015-07-01,Monthly,StoreType_c,0.0,12.8275,StoreType_c,Increases prediction
27,2015-07-01,Monthly,StoreType_d,0.0,-132.6066,StoreType_d,Decreases prediction
27,2015-07-01,Monthly,Assortment_a,1.0,-360.0054,Assortment_a,Decreases prediction
27,2015-07-01,Monthly,Assortment_b,0.0,-43.9917,Assortment_b,Decreases prediction
27,2015-07-01,Monthly,Assortment_c,0.0,-109.2398,Assortment_c,Decreases prediction
27,2015-07-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,-2.6757,"PromoInterval_Feb,May,Aug,Nov",Decreases prediction
27,2015-07-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",1.0,-313.2518,"PromoInterval_Jan,Apr,Jul,Oct",Decreases prediction
27,2015-07-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",0.0,-20.8917,"PromoInterval_Mar,Jun,Sept,Dec",Decreases prediction
27,2015-07-01,Monthly,PromoInterval_none,0.0,0.0,PromoInterval_none,No effect
28,2015-05-01,Monthly,Store,28.0,-124.063,Store,Decreases prediction
28,2015-05-01,Monthly,OpenDays,23.0,-615.3069,number of open days,Decreases prediction
28,2015-05-01,Monthly,PromoDays,10.0,-1320.2859,promotion activity,Decreases prediction
28,2015-05-01,Monthly,SchoolHolidayDays,6.0,375.8206,school holiday period,Increases prediction
28,2015-05-01,Monthly,WeekendDays,5.0,77.2911,weekend days,Increases prediction
28,2015-05-01,Monthly,MonthStartDays,0.0,-476.894,month-start timing,Decreases prediction
28,2015-05-01,Monthly,MonthEndDays,0.0,-665.5986,month-end timing,Decreases prediction
28,2015-05-01,Monthly,StateHolidayDays,23.0,-119.8032,state holiday period,Decreases prediction
28,2015-05-01,Monthly,Year,2015.0,0.0,calendar year,No effect
28,2015-05-01,Monthly,Month,5.0,-592.347,month of year,Decreases prediction
28,2015-05-01,Monthly,Quarter,2.0,8.69,quarter of year,Increases prediction
28,2015-05-01,Monthly,CompetitionDistance,1200.0,-84.2738,distance to nearest competitor,Decreases prediction
28,2015-05-01,Monthly,CompetitionOpenKnown,1.0,0.0129,competition opening date availability,Increases prediction
28,2015-05-01,Monthly,CompetitionOpenSinceMonth,10.0,12.3604,CompetitionOpenSinceMonth,Increases prediction
28,2015-05-01,Monthly,CompetitionOpenSinceYear,2014.0,-1009.2989,CompetitionOpenSinceYear,Decreases prediction
28,2015-05-01,Monthly,Promo2,1.0,-2.8773,long-term promotion participation,Decreases prediction
28,2015-05-01,Monthly,Promo2SinceWeek,6.0,25.846,Promo2SinceWeek,Increases prediction
28,2015-05-01,Monthly,Promo2SinceYear,2015.0,-30.0831,Promo2SinceYear,Decreases prediction
28,2015-05-01,Monthly,TimeIndex,29.0,1584.9628,time progression,Increases prediction
28,2015-05-01,Monthly,sales_lag_1,115511.0,-7836.9727,previous period sales,Decreases prediction
28,2015-05-01,Monthly,sales_lag_2,119874.0,-440.2541,sales two periods ago,Decreases prediction
28,2015-05-01,Monthly,sales_lag_3,115174.0,-168.7671,sales three months ago,Decreases prediction
28,2015-05-01,Monthly,sales_lag_12,136298.0,-15750.131,sales twelve months ago,Decreases prediction
28,2015-05-01,Monthly,rolling_mean_3,116853.0,-1064.9185,recent 3-month average sales,Decreases prediction
28,2015-05-01,Monthly,rolling_std_3,2621.6832,-26.0512,recent 3-month sales variability,Decreases prediction
28,2015-05-01,Monthly,rolling_mean_6,119041.8333,-1451.8933,recent 6-month average sales,Decreases prediction
28,2015-05-01,Monthly,rolling_std_6,12861.3417,136.7996,recent 6-month sales variability,Increases prediction
28,2015-05-01,Monthly,EMA_3,117329.3229,-13477.843,recent 3-month weighted sales trend,Decreases prediction
28,2015-05-01,Monthly,EMA_6,119996.4829,-12190.29,recent 6-month weighted sales trend,Decreases prediction
28,2015-05-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
28,2015-05-01,Monthly,StoreType_a,1.0,-116.1408,StoreType_a,Decreases prediction
28,2015-05-01,Monthly,StoreType_b,0.0,0.3361,StoreType_b,Increases prediction
28,2015-05-01,Monthly,StoreType_c,0.0,-19.3768,StoreType_c,Decreases prediction
28,2015-05-01,Monthly,StoreType_d,0.0,-95.9029,StoreType_d,Decreases prediction
28,2015-05-01,Monthly,Assortment_a,1.0,-469.9376,Assortment_a,Decreases prediction
28,2015-05-01,Monthly,Assortment_b,0.0,-11.9106,Assortment_b,Decreases prediction
28,2015-05-01,Monthly,Assortment_c,0.0,-102.8779,Assortment_c,Decreases prediction
28,2015-05-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,2.478,"PromoInterval_Feb,May,Aug,Nov",Increases prediction
28,2015-05-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",0.0,0.6855,"PromoInterval_Jan,Apr,Jul,Oct",Increases prediction
28,2015-05-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",1.0,43.6306,"PromoInterval_Mar,Jun,Sept,Dec",Increases prediction
28,2015-05-01,Monthly,PromoInterval_none,0.0,0.0,PromoInterval_none,No effect
28,2015-06-01,Monthly,Store,28.0,-7.6699,Store,Decreases prediction
28,2015-06-01,Monthly,OpenDays,26.0,-223.1435,number of open days,Decreases prediction
28,2015-06-01,Monthly,PromoDays,12.0,288.3597,promotion activity,Increases prediction
28,2015-06-01,Monthly,SchoolHolidayDays,0.0,374.0162,school holiday period,Increases prediction
28,2015-06-01,Monthly,WeekendDays,4.0,7.702,weekend days,Increases prediction
28,2015-06-01,Monthly,MonthStartDays,1.0,226.6455,month-start timing,Increases prediction
28,2015-06-01,Monthly,MonthEndDays,1.0,149.016,month-end timing,Increases prediction
28,2015-06-01,Monthly,StateHolidayDays,26.0,-53.4822,state holiday period,Decreases prediction
28,2015-06-01,Monthly,Year,2015.0,0.0,calendar year,No effect
28,2015-06-01,Monthly,Month,6.0,-344.5102,month of year,Decreases prediction
28,2015-06-01,Monthly,Quarter,2.0,9.6279,quarter of year,Increases prediction
28,2015-06-01,Monthly,CompetitionDistance,1200.0,-15.5301,distance to nearest competitor,Decreases prediction
28,2015-06-01,Monthly,CompetitionOpenKnown,1.0,0.0129,competition opening date availability,Increases prediction
28,2015-06-01,Monthly,CompetitionOpenSinceMonth,10.0,-5.4645,CompetitionOpenSinceMonth,Decreases prediction
28,2015-06-01,Monthly,CompetitionOpenSinceYear,2014.0,-1004.1849,CompetitionOpenSinceYear,Decreases prediction
28,2015-06-01,Monthly,Promo2,1.0,-3.4058,long-term promotion participation,Decreases prediction
28,2015-06-01,Monthly,Promo2SinceWeek,6.0,21.8235,Promo2SinceWeek,Increases prediction
28,2015-06-01,Monthly,Promo2SinceYear,2015.0,-4.99,Promo2SinceYear,Decreases prediction
28,2015-06-01,Monthly,TimeIndex,30.0,1406.941,time progression,Increases prediction
28,2015-06-01,Monthly,sales_lag_1,105990.0,-10091.677,previous period sales,Decreases prediction
28,2015-06-01,Monthly,sales_lag_2,115511.0,-264.6131,sales two periods ago,Decreases prediction
28,2015-06-01,Monthly,sales_lag_3,119874.0,-238.13,sales three months ago,Decreases prediction
28,2015-06-01,Monthly,sales_lag_12,133655.0,-16610.682,sales twelve months ago,Decreases prediction
28,2015-06-01,Monthly,rolling_mean_3,113791.6667,-1084.6625,recent 3-month average sales,Decreases prediction
28,2015-06-01,Monthly,rolling_std_3,7099.8904,83.0395,recent 3-month sales variability,Increases prediction
28,2015-06-01,Monthly,rolling_mean_6,118785.1667,-1470.5045,recent 6-month average sales,Decreases prediction
28,2015-06-01,Monthly,rolling_std_6,13149.1698,82.5291,recent 6-month sales variability,Increases prediction
28,2015-06-01,Monthly,EMA_3,111659.6615,-15973.592,recent 3-month weighted sales trend,Decreases prediction
28,2015-06-01,Monthly,EMA_6,115994.6306,-14648.649,recent 6-month weighted sales trend,Decreases prediction
28,2015-06-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
28,2015-06-01,Monthly,StoreType_a,1.0,-84.5522,StoreType_a,Decreases prediction
28,2015-06-01,Monthly,StoreType_b,0.0,0.3514,StoreType_b,Increases prediction
28,2015-06-01,Monthly,StoreType_c,0.0,-13.8178,StoreType_c,Decreases prediction
28,2015-06-01,Monthly,StoreType_d,0.0,-81.268,StoreType_d,Decreases prediction
28,2015-06-01,Monthly,Assortment_a,1.0,-361.3805,Assortment_a,Decreases prediction
28,2015-06-01,Monthly,Assortment_b,0.0,-11.0731,Assortment_b,Decreases prediction
28,2015-06-01,Monthly,Assortment_c,0.0,-67.2085,Assortment_c,Decreases prediction
28,2015-06-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,2.4388,"PromoInterval_Feb,May,Aug,Nov",Increases prediction
28,2015-06-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",0.0,-1.9247,"PromoInterval_Jan,Apr,Jul,Oct",Decreases prediction
28,2015-06-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",1.0,7.0568,"PromoInterval_Mar,Jun,Sept,Dec",Increases prediction
28,2015-06-01,Monthly,PromoInterval_none,0.0,0.0,PromoInterval_none,No effect
28,2015-07-01,Monthly,Store,28.0,-42.3512,Store,Decreases prediction
28,2015-07-01,Monthly,OpenDays,27.0,2974.3132,number of open days,Increases prediction
28,2015-07-01,Monthly,PromoDays,13.0,1588.4102,promotion activity,Increases prediction
28,2015-07-01,Monthly,SchoolHolidayDays,15.0,-611.0688,school holiday period,Decreases prediction
28,2015-07-01,Monthly,WeekendDays,4.0,183.4246,weekend days,Increases prediction
28,2015-07-01,Monthly,MonthStartDays,1.0,214.1274,month-start timing,Increases prediction
28,2015-07-01,Monthly,MonthEndDays,1.0,140.4995,month-end timing,Increases prediction
28,2015-07-01,Monthly,StateHolidayDays,27.0,580.2689,state holiday period,Increases prediction
28,2015-07-01,Monthly,Year,2015.0,0.0,calendar year,No effect
28,2015-07-01,Monthly,Month,7.0,-555.509,month of year,Decreases prediction
28,2015-07-01,Monthly,Quarter,3.0,26.0861,quarter of year,Increases prediction
28,2015-07-01,Monthly,CompetitionDistance,1200.0,-163.4267,distance to nearest competitor,Decreases prediction
28,2015-07-01,Monthly,CompetitionOpenKnown,1.0,0.0129,competition opening date availability,Increases prediction
28,2015-07-01,Monthly,CompetitionOpenSinceMonth,10.0,7.5054,CompetitionOpenSinceMonth,Increases prediction
28,2015-07-01,Monthly,CompetitionOpenSinceYear,2014.0,-959.6976,CompetitionOpenSinceYear,Decreases prediction
28,2015-07-01,Monthly,Promo2,1.0,-4.307,long-term promotion participation,Decreases prediction
28,2015-07-01,Monthly,Promo2SinceWeek,6.0,22.3485,Promo2SinceWeek,Increases prediction
28,2015-07-01,Monthly,Promo2SinceYear,2015.0,14.7142,Promo2SinceYear,Increases prediction
28,2015-07-01,Monthly,TimeIndex,31.0,1157.4412,time progression,Increases prediction
28,2015-07-01,Monthly,sales_lag_1,125096.0,-7418.4897,previous period sales,Decreases prediction
28,2015-07-01,Monthly,sales_lag_2,105990.0,-723.116,sales two periods ago,Decreases prediction
28,2015-07-01,Monthly,sales_lag_3,115511.0,-138.1476,sales three months ago,Decreases prediction
28,2015-07-01,Monthly,sales_lag_12,147560.0,-11899.861,sales twelve months ago,Decreases prediction
28,2015-07-01,Monthly,rolling_mean_3,115532.3333,-839.9803,recent 3-month average sales,Decreases prediction
28,2015-07-01,Monthly,rolling_std_3,9553.0179,229.5791,recent 3-month sales variability,Increases prediction
28,2015-07-01,Monthly,rolling_mean_6,115644.5,-1837.779,recent 6-month average sales,Decreases prediction
28,2015-07-01,Monthly,rolling_std_6,6517.3858,-11.2041,recent 6-month sales variability,Decreases prediction
28,2015-07-01,Monthly,EMA_3,118377.8307,-12249.475,recent 3-month weighted sales trend,Decreases prediction
28,2015-07-01,Monthly,EMA_6,118595.0219,-13010.247,recent 6-month weighted sales trend,Decreases prediction
28,2015-07-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
28,2015-07-01,Monthly,StoreType_a,1.0,-83.0258,StoreType_a,Decreases prediction
28,2015-07-01,Monthly,StoreType_b,0.0,-6.6308,StoreType_b,Decreases prediction
28,2015-07-01,Monthly,StoreType_c,0.0,-14.8245,StoreType_c,Decreases prediction
28,2015-07-01,Monthly,StoreType_d,0.0,-80.7758,StoreType_d,Decreases prediction
28,2015-07-01,Monthly,Assortment_a,1.0,-493.1438,Assortment_a,Decreases prediction
28,2015-07-01,Monthly,Assortment_b,0.0,-13.5439,Assortment_b,Decreases prediction
28,2015-07-01,Monthly,Assortment_c,0.0,-10.6347,Assortment_c,Decreases prediction
28,2015-07-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,0.9012,"PromoInterval_Feb,May,Aug,Nov",Increases prediction
28,2015-07-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",0.0,18.4853,"PromoInterval_Jan,Apr,Jul,Oct",Increases prediction
28,2015-07-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",1.0,24.6233,"PromoInterval_Mar,Jun,Sept,Dec",Increases prediction
28,2015-07-01,Monthly,PromoInterval_none,0.0,0.0,PromoInterval_none,No effect
29,2015-05-01,Monthly,Store,29.0,156.3453,Store,Increases prediction
29,2015-05-01,Monthly,OpenDays,23.0,-537.7688,number of open days,Decreases prediction
29,2015-05-01,Monthly,PromoDays,10.0,-1359.1229,promotion activity,Decreases prediction
29,2015-05-01,Monthly,SchoolHolidayDays,1.0,287.9834,school holiday period,Increases prediction
29,2015-05-01,Monthly,WeekendDays,5.0,136.4086,weekend days,Increases prediction
29,2015-05-01,Monthly,MonthStartDays,0.0,-548.2696,month-start timing,Decreases prediction
29,2015-05-01,Monthly,MonthEndDays,0.0,-665.4524,month-end timing,Decreases prediction
29,2015-05-01,Monthly,StateHolidayDays,23.0,-239.4175,state holiday period,Decreases prediction
29,2015-05-01,Monthly,Year,2015.0,0.0,calendar year,No effect
29,2015-05-01,Monthly,Month,5.0,-643.2826,month of year,Decreases prediction
29,2015-05-01,Monthly,Quarter,2.0,-35.4069,quarter of year,Decreases prediction
29,2015-05-01,Monthly,CompetitionDistance,2170.0,170.7771,distance to nearest competitor,Increases prediction
29,2015-05-01,Monthly,CompetitionOpenKnown,0.0,-3.3883,competition opening date availability,Decreases prediction
29,2015-05-01,Monthly,CompetitionOpenSinceMonth,0.0,44.6764,CompetitionOpenSinceMonth,Increases prediction
29,2015-05-01,Monthly,CompetitionOpenSinceYear,0.0,262.6924,CompetitionOpenSinceYear,Increases prediction
29,2015-05-01,Monthly,Promo2,0.0,1.2689,long-term promotion participation,Increases prediction
29,2015-05-01,Monthly,Promo2SinceWeek,0.0,4.0761,Promo2SinceWeek,Increases prediction
29,2015-05-01,Monthly,Promo2SinceYear,0.0,-168.7234,Promo2SinceYear,Decreases prediction
29,2015-05-01,Monthly,TimeIndex,29.0,2567.655,time progression,Increases prediction
29,2015-05-01,Monthly,sales_lag_1,211686.0,2514.475,previous period sales,Increases prediction
29,2015-05-01,Monthly,sales_lag_2,224915.0,326.0962,sales two periods ago,Increases prediction
29,2015-05-01,Monthly,sales_lag_3,188706.0,316.2314,sales three months ago,Increases prediction
29,2015-05-01,Monthly,sales_lag_12,190118.0,-6587.523,sales twelve months ago,Decreases prediction
29,2015-05-01,Monthly,rolling_mean_3,208435.6667,355.2738,recent 3-month average sales,Increases prediction
29,2015-05-01,Monthly,rolling_std_3,18322.0201,301.6666,recent 3-month sales variability,Increases prediction
29,2015-05-01,Monthly,rolling_mean_6,213528.5,2864.4863,recent 6-month average sales,Increases prediction
29,2015-05-01,Monthly,rolling_std_6,17034.3424,415.262,recent 6-month sales variability,Increases prediction
29,2015-05-01,Monthly,EMA_3,212466.9624,12981.914,recent 3-month weighted sales trend,Increases prediction
29,2015-05-01,Monthly,EMA_6,209838.9123,16616.664,recent 6-month weighted sales trend,Increases prediction
29,2015-05-01,Monthly,periods_since_last_promo,0.0,0.0,time since previous promotion,No effect
29,2015-05-01,Monthly,StoreType_a,0.0,161.7453,StoreType_a,Increases prediction
29,2015-05-01,Monthly,StoreType_b,0.0,-23.6472,StoreType_b,Decreases prediction
29,2015-05-01,Monthly,StoreType_c,0.0,-9.2332,StoreType_c,Decreases prediction
29,2015-05-01,Monthly,StoreType_d,1.0,398.7907,StoreType_d,Increases prediction
29,2015-05-01,Monthly,Assortment_a,0.0,873.6201,Assortment_a,Increases prediction
29,2015-05-01,Monthly,Assortment_b,0.0,-65.2836,Assortment_b,Decreases prediction
29,2015-05-01,Monthly,Assortment_c,1.0,142.5257,Assortment_c,Increases prediction
29,2015-05-01,Monthly,"PromoInterval_Feb,May,Aug,Nov",0.0,1.0912,"PromoInterval_Feb,May,Aug,Nov",Increases prediction
29,2015-05-01,Monthly,"PromoInterval_Jan,Apr,Jul,Oct",0.0,21.9866,"PromoInterval_Jan,Apr,Jul,Oct",Increases prediction
29,2015-05-01,Monthly,"PromoInterval_Mar,Jun,Sept,Dec",0.0,-2.6277,"PromoInterval_Mar,Jun,Sept,Dec",Decreases prediction
29,2015-05-01,Monthly,PromoInterval_none,1.0,0.0,PromoInterval_none,No effect
29,2015-06-01,Monthly,Store,29.0,144.8684,Store,Increases prediction
29,2015-06-01,Monthly,OpenDays,25.0,-193.1393,number of open days,Decreases prediction
29,2015-06-01,Monthly,PromoDays,11.0,333.7645,promotion activity,Increases prediction
29,2015-06-01,Monthly,SchoolHolidayDays,2.0,501.1622,school holiday period,Increases prediction
29,2015-06-01,Monthly,WeekendDays,4.0,11.1934,weekend days,Increases prediction
29,2015-06-01,Monthly,MonthStartDays,1.0,298.5691,month-start timing,Increases prediction
29,2015-06-01,Monthly,MonthEndDays,1.0,148.147,month-end timing,Increases prediction
29,2015-06-01,Monthly,StateHolidayDays,25.0,-110.8363,state holiday period,Decreases prediction
29,2015-06-01,Monthly,Year,2015.0,0.0,calendar year,No effect
29,2015-06-01,Monthly,Month,6.0,-501.8869,month of year,Decreases prediction
29,2015-06-01,Monthly,Quarter,2.0,-34.0879,quarter of year,Decreases prediction
29,2015-06-01,Monthly,CompetitionDistance,2170.0,72.5793,distance to nearest competitor,Increases prediction
