Store,Period,Forecast Type,Predicted Sales,Actual Sales,Important Positive Factors,Important Negative Factors,Business Message
89,2015-05-18,Weekly,39611.08,41368.0,"promotion activity, time progression, time since last promotion","quarter of year, Year, StoreType_a","Weekly demand forecast: 39,611 sales units. Main factors increasing the forecast: promotion activity, time progression, time since last promotion. Main factors reducing the forecast: quarter of year, Year, StoreType_a. Recommendation: maintain standard inventory levels; monitor demand changes."
89,2015-05-25,Weekly,28129.17,28708.0,"recent 12-week demand volatility, week of year, recent 4-week demand volatility","sales eight weeks ago, Assortment_b, PromoInterval_none","Weekly demand forecast: 28,129 sales units. Main factors increasing the forecast: recent 12-week demand volatility, week of year, recent 4-week demand volatility. Main factors reducing the forecast: sales eight weeks ago, Assortment_b, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
89,2015-06-01,Weekly,36851.13,32941.0,"promotion activity, time progression, time since last promotion","long-term promotion participation, StoreType_c, Assortment_b","Weekly demand forecast: 36,851 sales units. Main factors increasing the forecast: promotion activity, time progression, time since last promotion. Main factors reducing the forecast: long-term promotion participation, StoreType_c, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
89,2015-06-08,Weekly,30150.48,35491.0,"same week last year, number of open days, recent 12-week demand volatility","PromoInterval_Mar,Jun,Sept,Dec, weekend days, CompetitionOpenKnown","Weekly demand forecast: 30,150 sales units. Main factors increasing the forecast: same week last year, number of open days, recent 12-week demand volatility. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, weekend days, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
89,2015-06-15,Weekly,39562.0,38305.0,"promotion activity, time since last promotion, number of open days","Year, PromoInterval_Mar,Jun,Sept,Dec, quarter of year","Weekly demand forecast: 39,562 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, number of open days. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
89,2015-06-22,Weekly,31693.0,33845.0,"number of open days, recent 12-week demand volatility, recent 4-week weighted trend","Assortment_b, quarter of year, weekend days","Weekly demand forecast: 31,693 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, recent 4-week weighted trend. Main factors reducing the forecast: Assortment_b, quarter of year, weekend days. Recommendation: maintain standard inventory levels; monitor demand changes."
89,2015-06-29,Weekly,42132.88,40801.0,"promotion activity, month-start timing, time progression","Year, PromoInterval_Mar,Jun,Sept,Dec, recent 12-week demand volatility","Weekly demand forecast: 42,133 sales units. Main factors increasing the forecast: promotion activity, month-start timing, time progression. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, recent 12-week demand volatility. Recommendation: maintain standard inventory levels; monitor demand changes."
89,2015-07-06,Weekly,32995.77,33507.0,"number of open days, week of year, recent 4-week demand volatility","PromoInterval_Mar,Jun,Sept,Dec, sales eight weeks ago, Assortment_b","Weekly demand forecast: 32,996 sales units. Main factors increasing the forecast: number of open days, week of year, recent 4-week demand volatility. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, sales eight weeks ago, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
89,2015-07-13,Weekly,41889.21,40368.0,"promotion activity, time progression, time since last promotion","PromoInterval_Mar,Jun,Sept,Dec, Store, Year","Weekly demand forecast: 41,889 sales units. Main factors increasing the forecast: promotion activity, time progression, time since last promotion. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Store, Year. Recommendation: maintain standard inventory levels; monitor demand changes."
89,2015-07-20,Weekly,32963.78,34052.0,"number of open days, recent 4-week weighted trend, recent 12-week demand volatility","PromoInterval_Mar,Jun,Sept,Dec, weekend days, Assortment_b","Weekly demand forecast: 32,964 sales units. Main factors increasing the forecast: number of open days, recent 4-week weighted trend, recent 12-week demand volatility. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, weekend days, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
89,2015-07-27,Weekly,36155.09,36034.0,"promotion activity, month-end timing, time progression","state holiday period, Year, PromoInterval_Mar,Jun,Sept,Dec","Weekly demand forecast: 36,155 sales units. Main factors increasing the forecast: promotion activity, month-end timing, time progression. Main factors reducing the forecast: state holiday period, Year, PromoInterval_Mar,Jun,Sept,Dec. Recommendation: maintain standard inventory levels; monitor demand changes."
90,2015-05-04,Weekly,59189.38,58695.0,"promotion activity, same week last year, recent 12-week average demand","PromoInterval_Mar,Jun,Sept,Dec, Assortment_b, PromoInterval_none","Weekly demand forecast: 59,189 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Assortment_b, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
90,2015-05-11,Weekly,41175.27,40240.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","weekend days, PromoInterval_none, StoreType_b","Weekly demand forecast: 41,175 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: weekend days, PromoInterval_none, StoreType_b. Recommendation: maintain standard inventory levels; monitor demand changes."
90,2015-05-18,Weekly,57054.05,57161.0,"promotion activity, recent 12-week average demand, recent 8-week average demand","PromoInterval_none, PromoInterval_Feb,May,Aug,Nov, Assortment_a","Weekly demand forecast: 57,054 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, recent 8-week average demand. Main factors reducing the forecast: PromoInterval_none, PromoInterval_Feb,May,Aug,Nov, Assortment_a. Recommendation: plan higher stock and staffing for this period."
90,2015-05-25,Weekly,39105.75,42640.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","Assortment_b, PromoInterval_none, quarter of year","Weekly demand forecast: 39,106 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: Assortment_b, PromoInterval_none, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
90,2015-06-01,Weekly,59511.94,53062.0,"same week last year, recent 12-week average demand, promotion activity","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, Assortment_b","Weekly demand forecast: 59,512 sales units. Main factors increasing the forecast: same week last year, recent 12-week average demand, promotion activity. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, Assortment_b. Recommendation: plan higher stock and staffing for this period."
90,2015-06-08,Weekly,41773.84,44768.0,"recent 12-week average demand, recent 8-week average demand, recent 8-week weighted trend","Assortment_b, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 41,774 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week average demand, recent 8-week weighted trend. Main factors reducing the forecast: Assortment_b, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
90,2015-06-15,Weekly,58731.27,58602.0,"promotion activity, recent 12-week average demand, recent 8-week average demand","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, PromoInterval_Feb,May,Aug,Nov","Weekly demand forecast: 58,731 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, recent 8-week average demand. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, PromoInterval_Feb,May,Aug,Nov. Recommendation: plan higher stock and staffing for this period."
90,2015-06-22,Weekly,44562.67,43438.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, StoreType_c","Weekly demand forecast: 44,563 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, StoreType_c. Recommendation: maintain standard inventory levels; monitor demand changes."
90,2015-06-29,Weekly,61350.31,59051.0,"promotion activity, same week last year, recent 12-week average demand","Year, PromoInterval_none, weekend days","Weekly demand forecast: 61,350 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: Year, PromoInterval_none, weekend days. Recommendation: plan higher stock and staffing for this period."
90,2015-07-06,Weekly,44119.76,45816.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","quarter of year, Assortment_b, PromoInterval_none","Weekly demand forecast: 44,120 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: quarter of year, Assortment_b, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
90,2015-07-13,Weekly,57609.15,54372.0,"promotion activity, recent 12-week average demand, same week last year","PromoInterval_Feb,May,Aug,Nov, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 57,609 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: PromoInterval_Feb,May,Aug,Nov, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
90,2015-07-20,Weekly,43387.72,39885.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","quarter of year, Assortment_b, PromoInterval_none","Weekly demand forecast: 43,388 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: quarter of year, Assortment_b, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
90,2015-07-27,Weekly,51889.83,48894.0,"promotion activity, recent 12-week average demand, same week last year","PromoInterval_Jan,Apr,Jul,Oct, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 51,890 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: PromoInterval_Jan,Apr,Jul,Oct, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
91,2015-05-04,Weekly,33138.88,31976.0,"promotion activity, week of year, number of open days","quarter of year, Year, CompetitionOpenKnown","Weekly demand forecast: 33,139 sales units. Main factors increasing the forecast: promotion activity, week of year, number of open days. Main factors reducing the forecast: quarter of year, Year, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-05-11,Weekly,22836.61,20350.0,"recent 12-week demand volatility, school holiday period, StoreType_a","Year, StoreType_d, Assortment_b","Weekly demand forecast: 22,837 sales units. Main factors increasing the forecast: recent 12-week demand volatility, school holiday period, StoreType_a. Main factors reducing the forecast: Year, StoreType_d, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-05-18,Weekly,32698.31,29784.0,"promotion activity, time progression, time since last promotion","quarter of year, PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown","Weekly demand forecast: 32,698 sales units. Main factors increasing the forecast: promotion activity, time progression, time since last promotion. Main factors reducing the forecast: quarter of year, PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-05-25,Weekly,20566.99,21127.0,"recent 12-week demand volatility, week of year, StoreType_a","competition proximity, sales eight weeks ago, Assortment_b","Weekly demand forecast: 20,567 sales units. Main factors increasing the forecast: recent 12-week demand volatility, week of year, StoreType_a. Main factors reducing the forecast: competition proximity, sales eight weeks ago, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-06-01,Weekly,29824.07,28060.0,"promotion activity, month-start timing, time since last promotion","competition proximity, CompetitionOpenKnown, Assortment_b","Weekly demand forecast: 29,824 sales units. Main factors increasing the forecast: promotion activity, month-start timing, time since last promotion. Main factors reducing the forecast: competition proximity, CompetitionOpenKnown, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-06-08,Weekly,21926.59,21927.0,"number of open days, recent 12-week demand volatility, school holiday period","weekend days, Assortment_b, Promo2SinceYear","Weekly demand forecast: 21,927 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, school holiday period. Main factors reducing the forecast: weekend days, Assortment_b, Promo2SinceYear. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-06-15,Weekly,31627.73,31497.0,"promotion activity, time since last promotion, number of open days","quarter of year, PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown","Weekly demand forecast: 31,628 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, number of open days. Main factors reducing the forecast: quarter of year, PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-06-22,Weekly,23362.21,20607.0,"number of open days, recent 12-week demand volatility, school holiday period","weekend days, Assortment_b, competition proximity","Weekly demand forecast: 23,362 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, school holiday period. Main factors reducing the forecast: weekend days, Assortment_b, competition proximity. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-06-29,Weekly,34128.87,33982.0,"promotion activity, month-start timing, time progression","quarter of year, PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown","Weekly demand forecast: 34,129 sales units. Main factors increasing the forecast: promotion activity, month-start timing, time progression. Main factors reducing the forecast: quarter of year, PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-07-06,Weekly,23377.01,22319.0,"number of open days, week of year, recent 12-week demand volatility","PromoInterval_Mar,Jun,Sept,Dec, Assortment_b, CompetitionOpenKnown","Weekly demand forecast: 23,377 sales units. Main factors increasing the forecast: number of open days, week of year, recent 12-week demand volatility. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Assortment_b, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-07-13,Weekly,33848.25,32096.0,"promotion activity, time progression, time since last promotion","PromoInterval_Mar,Jun,Sept,Dec, competition proximity, CompetitionOpenKnown","Weekly demand forecast: 33,848 sales units. Main factors increasing the forecast: promotion activity, time progression, time since last promotion. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, competition proximity, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-07-20,Weekly,22980.16,23358.0,"number of open days, recent 12-week demand volatility, school holiday period","quarter of year, PromoInterval_Mar,Jun,Sept,Dec, Assortment_b","Weekly demand forecast: 22,980 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, school holiday period. Main factors reducing the forecast: quarter of year, PromoInterval_Mar,Jun,Sept,Dec, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
91,2015-07-27,Weekly,34953.2,32319.0,"promotion activity, school holiday period, time progression","PromoInterval_Mar,Jun,Sept,Dec, sales four weeks ago, CompetitionOpenKnown","Weekly demand forecast: 34,953 sales units. Main factors increasing the forecast: promotion activity, school holiday period, time progression. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, sales four weeks ago, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-05-04,Weekly,45825.18,46374.0,"promotion activity, week of year, number of open days","Year, PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown","Weekly demand forecast: 45,825 sales units. Main factors increasing the forecast: promotion activity, week of year, number of open days. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-05-11,Weekly,28437.17,28118.0,"recent 4-week weighted trend, recent 4-week average demand, sales two periods ago","Assortment_b, quarter of year, CompetitionOpenKnown","Weekly demand forecast: 28,437 sales units. Main factors increasing the forecast: recent 4-week weighted trend, recent 4-week average demand, sales two periods ago. Main factors reducing the forecast: Assortment_b, quarter of year, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-05-18,Weekly,43875.26,42237.0,"promotion activity, time since last promotion, time progression","state holiday period, Year, CompetitionOpenKnown","Weekly demand forecast: 43,875 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, time progression. Main factors reducing the forecast: state holiday period, Year, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-05-25,Weekly,27907.83,31179.0,"week of year, recent 4-week average demand, sales four weeks ago","Assortment_b, CompetitionOpenKnown, quarter of year","Weekly demand forecast: 27,908 sales units. Main factors increasing the forecast: week of year, recent 4-week average demand, sales four weeks ago. Main factors reducing the forecast: Assortment_b, CompetitionOpenKnown, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-06-01,Weekly,42889.24,42316.0,"promotion activity, time since last promotion, time progression","Year, CompetitionOpenKnown, PromoInterval_Feb,May,Aug,Nov","Weekly demand forecast: 42,889 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, time progression. Main factors reducing the forecast: Year, CompetitionOpenKnown, PromoInterval_Feb,May,Aug,Nov. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-06-08,Weekly,30016.41,31363.0,"number of open days, school holiday period, recent 4-week weighted trend","weekend days, Assortment_b, quarter of year","Weekly demand forecast: 30,016 sales units. Main factors increasing the forecast: number of open days, school holiday period, recent 4-week weighted trend. Main factors reducing the forecast: weekend days, Assortment_b, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-06-15,Weekly,45012.82,47038.0,"promotion activity, time since last promotion, time progression","PromoInterval_Mar,Jun,Sept,Dec, Year, CompetitionOpenKnown","Weekly demand forecast: 45,013 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, time progression. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Year, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-06-22,Weekly,30686.65,30328.0,"number of open days, school holiday period, recent 4-week weighted trend","PromoInterval_Mar,Jun,Sept,Dec, Assortment_b, quarter of year","Weekly demand forecast: 30,687 sales units. Main factors increasing the forecast: number of open days, school holiday period, recent 4-week weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Assortment_b, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-06-29,Weekly,46284.55,47742.0,"promotion activity, time progression, month-start timing","state holiday period, quarter of year, Year","Weekly demand forecast: 46,285 sales units. Main factors increasing the forecast: promotion activity, time progression, month-start timing. Main factors reducing the forecast: state holiday period, quarter of year, Year. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-07-06,Weekly,31470.1,32029.0,"number of open days, week of year, recent 4-week weighted trend","Year, quarter of year, Assortment_b","Weekly demand forecast: 31,470 sales units. Main factors increasing the forecast: number of open days, week of year, recent 4-week weighted trend. Main factors reducing the forecast: Year, quarter of year, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-07-13,Weekly,46102.86,43894.0,"promotion activity, time since last promotion, time progression","state holiday period, quarter of year, Year","Weekly demand forecast: 46,103 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, time progression. Main factors reducing the forecast: state holiday period, quarter of year, Year. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-07-20,Weekly,30861.64,26725.0,"number of open days, time progression, recent 4-week weighted trend","Year, quarter of year, Assortment_b","Weekly demand forecast: 30,862 sales units. Main factors increasing the forecast: number of open days, time progression, recent 4-week weighted trend. Main factors reducing the forecast: Year, quarter of year, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
92,2015-07-27,Weekly,40147.69,39115.0,"promotion activity, month-end timing, time progression","PromoInterval_Jan,Apr,Jul,Oct, Year, CompetitionOpenKnown","Weekly demand forecast: 40,148 sales units. Main factors increasing the forecast: promotion activity, month-end timing, time progression. Main factors reducing the forecast: PromoInterval_Jan,Apr,Jul,Oct, Year, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-05-04,Weekly,40075.45,40902.0,"promotion activity, week of year, number of open days","PromoInterval_Mar,Jun,Sept,Dec, Year, CompetitionOpenKnown","Weekly demand forecast: 40,075 sales units. Main factors increasing the forecast: promotion activity, week of year, number of open days. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Year, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-05-11,Weekly,27165.29,26173.0,"recent 4-week weighted trend, recent 12-week demand volatility, school holiday period","CompetitionOpenKnown, weekend days, quarter of year","Weekly demand forecast: 27,165 sales units. Main factors increasing the forecast: recent 4-week weighted trend, recent 12-week demand volatility, school holiday period. Main factors reducing the forecast: CompetitionOpenKnown, weekend days, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-05-18,Weekly,38725.33,38754.0,"promotion activity, time since last promotion, time progression","recent 4-week demand volatility, Year, PromoInterval_Feb,May,Aug,Nov","Weekly demand forecast: 38,725 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, time progression. Main factors reducing the forecast: recent 4-week demand volatility, Year, PromoInterval_Feb,May,Aug,Nov. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-05-25,Weekly,25499.05,26591.0,"week of year, recent 12-week demand volatility, school holiday period","Assortment_b, CompetitionOpenKnown, quarter of year","Weekly demand forecast: 25,499 sales units. Main factors increasing the forecast: week of year, recent 12-week demand volatility, school holiday period. Main factors reducing the forecast: Assortment_b, CompetitionOpenKnown, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-06-01,Weekly,38609.91,38358.0,"promotion activity, time progression, time since last promotion","Year, Promo2SinceYear, CompetitionOpenKnown","Weekly demand forecast: 38,610 sales units. Main factors increasing the forecast: promotion activity, time progression, time since last promotion. Main factors reducing the forecast: Year, Promo2SinceYear, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-06-08,Weekly,27629.33,31707.0,"number of open days, recent 12-week demand volatility, school holiday period","quarter of year, Assortment_b, CompetitionOpenKnown","Weekly demand forecast: 27,629 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, school holiday period. Main factors reducing the forecast: quarter of year, Assortment_b, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-06-15,Weekly,40951.01,42204.0,"promotion activity, time since last promotion, time progression","Year, PromoInterval_Feb,May,Aug,Nov, long-term promotion participation","Weekly demand forecast: 40,951 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, time progression. Main factors reducing the forecast: Year, PromoInterval_Feb,May,Aug,Nov, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-06-22,Weekly,29934.38,29349.0,"number of open days, recent 4-week weighted trend, school holiday period","Assortment_b, quarter of year, CompetitionOpenKnown","Weekly demand forecast: 29,934 sales units. Main factors increasing the forecast: number of open days, recent 4-week weighted trend, school holiday period. Main factors reducing the forecast: Assortment_b, quarter of year, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-06-29,Weekly,42202.98,44015.0,"promotion activity, time progression, month-start timing","weekend days, StoreType_c, long-term promotion participation","Weekly demand forecast: 42,203 sales units. Main factors increasing the forecast: promotion activity, time progression, month-start timing. Main factors reducing the forecast: weekend days, StoreType_c, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-07-06,Weekly,29388.47,30772.0,"number of open days, recent 4-week weighted trend, week of year","PromoInterval_Mar,Jun,Sept,Dec, Assortment_b, PromoInterval_Feb,May,Aug,Nov","Weekly demand forecast: 29,388 sales units. Main factors increasing the forecast: number of open days, recent 4-week weighted trend, week of year. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, Assortment_b, PromoInterval_Feb,May,Aug,Nov. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-07-13,Weekly,41336.72,39478.0,"promotion activity, time progression, time since last promotion","Year, Assortment_a, long-term promotion participation","Weekly demand forecast: 41,337 sales units. Main factors increasing the forecast: promotion activity, time progression, time since last promotion. Main factors reducing the forecast: Year, Assortment_a, long-term promotion participation. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-07-20,Weekly,28827.95,26853.0,"number of open days, recent 4-week weighted trend, recent 12-week demand volatility","quarter of year, Assortment_b, StoreType_c","Weekly demand forecast: 28,828 sales units. Main factors increasing the forecast: number of open days, recent 4-week weighted trend, recent 12-week demand volatility. Main factors reducing the forecast: quarter of year, Assortment_b, StoreType_c. Recommendation: maintain standard inventory levels; monitor demand changes."
93,2015-07-27,Weekly,36066.02,33027.0,"promotion activity, month-end timing, time progression","StoreType_c, Year, PromoInterval_Mar,Jun,Sept,Dec","Weekly demand forecast: 36,066 sales units. Main factors increasing the forecast: promotion activity, month-end timing, time progression. Main factors reducing the forecast: StoreType_c, Year, PromoInterval_Mar,Jun,Sept,Dec. Recommendation: maintain standard inventory levels; monitor demand changes."
94,2015-05-04,Weekly,49209.3,52658.0,"promotion activity, week of year, recent 4-week average demand","Year, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 49,209 sales units. Main factors increasing the forecast: promotion activity, week of year, recent 4-week average demand. Main factors reducing the forecast: Year, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
94,2015-05-11,Weekly,34567.76,33662.0,"recent 12-week average demand, recent 4-week average demand, recent 4-week weighted trend","quarter of year, PromoInterval_Jan,Apr,Jul,Oct, PromoInterval_none","Weekly demand forecast: 34,568 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 4-week average demand, recent 4-week weighted trend. Main factors reducing the forecast: quarter of year, PromoInterval_Jan,Apr,Jul,Oct, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
94,2015-05-18,Weekly,48924.12,50476.0,"promotion activity, recent 4-week average demand, time since last promotion","Year, PromoInterval_Feb,May,Aug,Nov, PromoInterval_none","Weekly demand forecast: 48,924 sales units. Main factors increasing the forecast: promotion activity, recent 4-week average demand, time since last promotion. Main factors reducing the forecast: Year, PromoInterval_Feb,May,Aug,Nov, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
94,2015-05-25,Weekly,33569.73,34262.0,"recent 12-week average demand, recent 4-week average demand, week of year","quarter of year, Assortment_b, PromoInterval_none","Weekly demand forecast: 33,570 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 4-week average demand, week of year. Main factors reducing the forecast: quarter of year, Assortment_b, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
94,2015-06-01,Weekly,50589.79,48733.0,"promotion activity, same week last year, recent 4-week average demand","CompetitionOpenKnown, Assortment_b, Promo2SinceWeek","Weekly demand forecast: 50,590 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 4-week average demand. Main factors reducing the forecast: CompetitionOpenKnown, Assortment_b, Promo2SinceWeek. Recommendation: plan higher stock and staffing for this period."
94,2015-06-08,Weekly,35377.91,38367.0,"recent 12-week average demand, number of open days, recent 4-week weighted trend","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 35,378 sales units. Main factors increasing the forecast: recent 12-week average demand, number of open days, recent 4-week weighted trend. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
94,2015-06-15,Weekly,51934.7,52487.0,"promotion activity, recent 4-week average demand, recent 12-week average demand","recent 4-week demand volatility, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 51,935 sales units. Main factors increasing the forecast: promotion activity, recent 4-week average demand, recent 12-week average demand. Main factors reducing the forecast: recent 4-week demand volatility, PromoInterval_none, CompetitionOpenKnown. Recommendation: plan higher stock and staffing for this period."
